date,year,portfolio_return,portfolio_return_gross,benchmark_return,alpha,transaction_cost,turnover,cash_drag_pct,sl_triggered_rate,ic_spearman,q1_ret,q2_ret,q3_ret,q4_ret,q5_ret,q_monotonic,top_decile_return,bottom_decile_return,long_short_return,portfolio_return_tuned,turnover_tuned,transaction_cost_tuned,top_sector,top_sector_weight,sector_hhi,top_picks,train_period,test_year
20180102,2018,-0.002365767382323858,-0.0018667007326902956,-0.0317782404411436,0.029412473058819742,0.0005,1.0,0.02229429999999999,0.0,0.07995407925089369,-0.021795292893258666,0.0033608676949622787,-0.016582198604389736,-0.0004450618089846322,0.007725709147841043,0,-0.0148651514130474,-0.07860430669487346,0.06373915528182607,-0.00559323950431867,1.0,0.0005,특수목적용기계제조업,0.12,0.0576,036540(SFA반도체):+7.8% | 042670(HD현대인프라코어):-3.7% | 051910(LG화학):-6.0% | 048260(오스템임플란트):-8.8% | 000880(한화):-3.0% | 122990(와이솔):+4.9% | 090430(아모레퍼시픽):-9.3% | 168330(내츄럴엔도텍):-14.6% | 009150(삼성전기):-8.4% | 056190(에스에프에이):-5.3%,2015-2017,2018
20180306,2018,-0.03443299148116352,-0.03304056990182218,0.018443989863866705,-0.05287698134503023,0.0014399999999999999,0.48,0.037222100000000036,0.0,-0.060351629843681726,0.06859181409958734,0.050334945592322,0.006984417915529175,-0.002692050840605693,-0.008520863557511856,0,-0.02590185836527298,0.12964972548487746,-0.15555158385015044,-0.02025981219536055,0.21999999999999997,0.0006599999999999999,특수목적용기계제조업,0.1,0.05600000000000001,042670(HD현대인프라코어):+16.0% | 041960(코미팜):-13.9% | 095340(ISC):-0.5% | 009830(한화솔루션):-11.2% | 115160(휴맥스):-36.3% | 009150(삼성전기):+26.6% | 046890(서울반도체):-17.8% | 003550(LG):-10.9% | 048260(오스템임플란트):-3.2% | 034220(LG디스플레이):-19.2%,2015-2017,2018
20180504,2018,-0.030853867917442268,-0.029572904150921543,-0.08407257765951427,0.053218709742072004,0.0013199999999999998,0.43999999999999995,0.021491000000000038,0.0,0.07530427968462343,-0.08627070880707939,-0.07353010738844719,-0.04776971349726431,-0.057953356414520735,-0.05024158708122614,0,-0.05938632023436184,-0.07805143404476148,0.018665113810399633,-0.039299838912656426,0.30000000000000004,0.0009000000000000002,기타화학제품제조업,0.1,0.05840000000000001,003550(LG):-16.0% | 017890(한국알콜):+2.3% | 007820(에스엠코어):-9.5% | 139480(이마트):-6.3% | 016250(SGC E&C):-30.1% | 000210(DL):-10.6% | 031980(피에스케이홀딩스):+9.4% | 000660(SK하이닉스):+4.6% | 003670(포스코퓨처엠):+32.7% | 012330(현대모비스):-12.8%,2015-2017,2018
20180709,2018,0.00723407213997973,0.008747192929373579,-0.020578609110653134,0.027812681250632864,0.0015,0.5,0.0270648,0.0,0.16137135335177405,-0.06414923106738032,0.00582917832836573,-0.0089081288085504,0.014672465523860418,0.021791998160252735,0,0.05418471886031339,-0.09224953963386585,0.14643425849417924,0.032631921819625376,0.28,0.0008400000000000001,특수목적용기계제조업,0.1,0.0544,051910(LG화학):+8.1% | 048530(인트론바이오):+0.1% | 090430(아모레퍼시픽):-10.5% | 003670(포스코퓨처엠):+41.9% | 034730(SK):+1.5% | 056190(에스에프에이):+13.8% | 012330(현대모비스):+15.6% | 089030(테크윙):+6.5% | 096770(SK이노베이션):-49.2% | 140410(메지온):+94.7%,2015-2017,2018
20180906,2018,-0.08437644918295828,-0.08289073216907213,-0.08787787058537683,0.0035014214024185475,0.0016200000000000001,0.54,0.029251899999999997,0.0,0.035828741818931045,-0.12463391844813482,-0.10154925350444059,-0.12876006198880685,-0.0952991415673245,-0.1075606096619658,0,-0.061336662160205294,-0.11571993288913592,0.05438327072893062,-0.11484188900288617,0.30000000000000004,0.0009000000000000002,전자부품제조업,0.12,0.053599999999999995,056190(에스에프에이):+7.3% | 042670(HD현대인프라코어):-11.7% | 003550(LG):-4.7% | 108320(LX세미콘):-17.2% | 001040(CJ):-9.7% | 030520(한글과컴퓨터):-18.2% | 011170(롯데케미칼):-7.4% | 160550(NEW):+34.9% | 051910(LG화학):-4.7% | 086450(동국제약):-11.9%,2015-2017,2018
20181112,2018,0.023227354811723444,0.024087588385967706,0.02903151333801362,-0.005804158526290175,0.0008400000000000001,0.28,0.026209950000000037,0.0,0.05236201226656569,0.021356276978821247,0.0437813253099979,0.08697303366168233,0.03615287258177814,0.05659223526164302,0,0.006619697634183703,0.02269841759136391,-0.01607871995718021,0.05401051497426823,0.19999999999999996,0.0005999999999999998,전자부품제조업,0.12,0.0568,108320(LX세미콘):-7.0% | 051910(LG화학):+6.1% | 012330(현대모비스):+8.3% | 039840(디오):+0.2% | 011070(LG이노텍):-12.9% | 086450(동국제약):+9.5% | 007570(일양약품):-5.6% | 034730(SK):-4.4% | 200130(콜마비앤에이치):+1.0% | 003550(LG):+7.5%,2015-2017,2018
20190102,2019,0.09786213699520085,0.09997408724270689,0.09009091757198431,0.007771219423216541,0.00192,0.64,0.03392410000000001,0.0,0.16256433749374752,0.097325182074564,0.07459584219894777,0.11731789543510264,0.16524682973715046,0.12308685126505023,0,0.09310146540163614,0.09644448336898871,-0.0033430179673525767,0.09398346354812959,0.18000000000000005,0.0005400000000000001,기타화학제품제조업,0.1,0.04719999999999999,001800(오리온홀딩스):+16.2% | 237690(에스티팜):+21.2% | 204320(HL만도):+6.3% | 041140(넥슨지티):+41.9% | 033240(자화전자):+5.8% | 168330(내츄럴엔도텍):-67.5% | 161000(애경케미칼):+20.8% | 005490(POSCO홀딩스):+5.3% | 084370(유진테크):+11.8% | 069960(현대백화점):+10.6%,2016-2018,2019
20190307,2019,0.009783302820968176,0.011178729467633586,-0.02110481692081559,0.030888119741783765,0.00138,0.45999999999999996,0.018012099999999975,0.0,0.021555390550795823,-0.0026752645464270695,0.042219559980817056,-0.00455302153123966,0.002144680197201576,0.0055543233861306465,0,0.029091925882911367,0.036224643789622646,-0.007132717906711279,-0.0048191069020144806,0.09999999999999998,0.0002999999999999999,소프트웨어개발및공급업,0.1,0.0584,014680(한솔케미칼):-5.2% | 006620(동구바이오제약):+23.4% | 005490(POSCO홀딩스):-1.8% | 073070(에이팸):-7.2% | 009150(삼성전기):+0.4% | 078340(컴투스):-15.8% | 001800(오리온홀딩스):-3.6% | 203690(아크솔루션스):-4.8% | 010120(LS ELECTRI):-7.7% | 043150(바텍):+8.0%,2016-2018,2019
20190508,2019,-0.052990269541000834,-0.05094030059027581,-0.027536532224596188,-0.025453737316404646,0.00216,0.72,0.020703000000000027,0.0,0.08772205145273713,-0.06205462693531964,-0.09886830156704868,-0.011425001885527643,-0.03016994032905112,-0.04668048513618327,0,-0.056112498490292484,-0.02728465355130223,-0.028827844938990255,-0.046871248149694344,0.38,0.00114,의약품제조업,0.1,0.051199999999999996,067290(JW신약):-12.3% | 012630(HDC):-15.1% | 006260(LS):+4.3% | 006620(동구바이오제약):-23.1% | 139480(이마트):-14.2% | 241710(코스메카코리아):+28.9% | 010060(OCI홀딩스):+2.4% | 069080(웹젠):+2.0% | 006650(대한유화):-9.7% | 084110(휴온스글로벌):-18.2%,2016-2018,2019
20190708,2019,-0.01607641826982875,-0.014124384551240208,-0.006220805244918883,-0.009855613024909868,0.00198,0.6599999999999999,0.015334500000000029,0.0,-0.010195490350410868,-0.020658014686361588,-0.04646714218775021,0.0015879712528559407,-0.028842899217962563,0.002154540664667712,0,0.004883397823691028,-0.07515328134403162,0.08003667916772265,-0.04719640986415319,0.5800000000000001,0.0017400000000000002,전자부품제조업,0.08,0.04239999999999998,012630(HDC):-7.8% | 049950(미래컴퍼니):-7.9% | 226320(잇츠한불):-13.5% | 067080(대화제약):-14.4% | 090430(아모레퍼시픽):-14.2% | 201490(미투온):+4.9% | 011690(와이투솔루션):-21.9% | 112040(위메이드):-5.3% | 161000(애경케미칼):-4.2% | 078340(컴투스):-2.9%,2016-2018,2019
