date,test_year,stock_code,name,sector,closing_price,shares,invested_krw,buy_price,sell_price,sell_date,market_cap,score,score_rank,rank_pos,forward_return_42d_lag1_close
20180102,2018,042670,HD현대인프라코어,특수목적용기계제조업,9080,220.0,1997600.0,7722.0,7433.0,20180307,1888617872040,0.5214929108291058,1.0,1.0,-0.037376352641876776
20180102,2018,214370,케어젠,기초의약물질및생물학적제제제조업,88300,22.0,1942600.0,13764.0,13734.0,20180307,948606900000,0.5048833745309131,1.0,2.0,-0.0021454608522941676
20180102,2018,145720,덴티움,의료용기기제조업,65800,30.0,1974000.0,65728.0,82779.0,20180307,728329014000,0.5151754250925069,0.9943181818181818,3.0,0.2594084358560129
20180102,2018,049960,쎌바이오텍,기초의약물질및생물학적제제제조업,39900,50.0,1995000.0,38945.0,49140.0,20180307,375060000000,0.5029511557736553,0.9942857142857143,4.0,0.2617798294028011
20180102,2018,210540,디와이파워,특수목적용기계제조업,19750,101.0,1994750.0,19691.0,21438.0,20180307,218073733000,0.515799675128296,0.9886363636363636,5.0,0.08871545027591043
20180102,2018,030520,한글과컴퓨터,소프트웨어개발및공급업,17850,112.0,1999200.0,17330.0,16379.0,20180307,412017466350,0.5048432087636996,0.9885714285714285,6.0,-0.0548666952995297
20180102,2018,251270,넷마블,소프트웨어개발및공급업,188500,10.0,1885000.0,180934.0,141915.0,20180307,16027473572500,0.5154529244274568,0.9829545454545454,7.0,-0.2156526795167567
20180102,2018,144960,뉴파워프라즈마,특수목적용기계제조업,26550,75.0,1991250.0,5509.0,5700.0,20180307,219046447350,0.5050428491250598,0.9828571428571429,8.0,0.034670990106006494
20180102,2018,042700,한미반도체,특수목적용기계제조업,11400,175.0,1995000.0,5763.0,5261.0,20180307,724835940000,0.5152208161648613,0.9772727272727273,9.0,-0.0870937847803418
20180102,2018,030190,NICE평가정보,기타정보서비스업,8680,230.0,1996400.0,8491.0,10049.0,20180403,527004637600,0.505428929290682,0.9771428571428571,10.0,0.18357650432970307
20180102,2018,005440,현대지에프홀딩스,종합소매업,14950,133.0,1988350.0,9736.0,9310.0,20180307,1460682005900,0.5202900264531587,0.9715909090909091,11.0,-0.043812611925604594
20180102,2018,115160,휴맥스,영상및음향기기제조업,9170,218.0,1999060.0,8427.0,7948.0,20180626,219271187660,0.49541237658967624,0.9714285714285714,12.0,-0.05686087317992594
20180102,2018,012330,현대모비스,자동차신품부품제조업,257000,7.0,1799000.0,255830.0,213936.0,20180307,25017372791000,0.5204397201522676,0.9659090909090909,13.0,-0.16375793774114666
20180102,2018,022100,포스코DX,"건축기술,엔지니어링및관련기술서비스업",8460,236.0,1996560.0,8506.0,7963.0,20180307,1286213807340,0.5008093643779383,0.9657142857142857,14.0,-0.0637717138887427
20180102,2018,005930,삼성전자,통신및방송장비제조업,2551000,0.0,0.0,51529.0,48528.0,20180307,329330258194000,0.5182869011971458,0.9602272727272727,15.0,-0.05822708931308673
20180102,2018,122870,와이지엔터테인먼트,오디오물출판및원판녹음업,28600,69.0,1973400.0,28239.0,27342.0,20180307,520111277400,0.4908114154642175,0.96,16.0,-0.03178472627848583
20180102,2018,010130,고려아연,1차비철금속제조업,499500,4.0,1998000.0,486657.0,506129.0,20180307,9425565000000,0.5203112639201605,0.9545454545454546,17.0,0.04000986875671231
20180102,2018,078340,컴투스,소프트웨어개발및공급업,136500,14.0,1911000.0,131244.0,159856.0,20180307,1756266330000,0.5022876569646134,0.9542857142857143,18.0,0.21801052126175136
20180102,2018,009150,삼성전기,전자부품제조업,101000,19.0,1919000.0,99955.0,91553.0,20180307,7544063296000,0.5228035330422058,0.9488636363636364,19.0,-0.08405113351927485
20180102,2018,096530,씨젠,의료용품및기타의약관련제품제조업,33600,59.0,1982400.0,17863.0,17566.0,20180307,881463072000,0.5024546013839121,0.9485714285714286,20.0,-0.016670866426113817
20180102,2018,111770,영원무역,상품종합도매업,31350,63.0,1975050.0,31507.0,27016.0,20180307,1389164521800,0.5182151527141645,0.9431818181818182,21.0,-0.14254256903012463
20180102,2018,028150,GS홈쇼핑,텔레비전방송업,215800,9.0,1942200.0,212531.0,199721.0,20180307,1416187500000,0.4885408842227208,0.9428571428571428,22.0,-0.060273048411969454
20180102,2018,066570,LG전자,통신및방송장비제조업,109500,18.0,1971000.0,109298.0,106827.0,20180307,17919435633000,0.5158379215037086,0.9375,23.0,-0.0226077447384867
20180102,2018,086900,메디톡스,기초의약물질및생물학적제제제조업,498400,4.0,1993600.0,392615.0,515391.0,20180307,2819217044000,0.4960890693099793,0.9371428571428572,24.0,0.3127139528719718
20180102,2018,011200,HMM,해상운송업,5010,399.0,1998990.0,4791.0,4272.0,20180323,1562147193270,0.5191858711175447,0.9318181818181818,25.0,-0.1084198315663838
20180102,2018,122990,와이솔,전자부품제조업,14450,138.0,1994100.0,14367.0,15068.0,20180307,331972320350,0.5190541242271486,0.9314285714285714,26.0,0.048816051163691254
